Sl_No,Datetime,Hourly_Temp
1815,3:00:00 PM,33.9
1816,4:00:00 PM,33.5
1817,5:00:00 PM,32.4
1818,6:00:00 PM,31.033
1819,7:00:00 PM,30
1820,8:00:00 PM,29.033
1821,9:00:00 PM,28.7
1822,10:00:00 PM,28.5
1823,11:00:00 PM,28.3
1824,12:00:00 AM,28
1825,1:00:00 AM,27.667
1826,2:00:00 AM,27.267
1827,3:00:00 AM,26.867
1828,4:00:00 AM,26.6
1829,5:00:00 AM,26.025
1830,6:00:00 AM,26.2
1831,7:00:00 AM,27.033
1832,8:00:00 AM,28.5
1833,9:00:00 AM,30.6
1834,10:00:00 AM,32.233
1835,11:00:00 AM,33.4
1836,12:00:00 PM,34.267
1837,1:00:00 PM,34.65
1838,2:00:00 PM,34.567
1839,3:00:00 PM,33.767
1840,4:00:00 PM,32.5
1841,5:00:00 PM,31.7
1842,6:00:00 PM,30.8
1843,7:00:00 PM,29.733
1844,8:00:00 PM,28.95
1845,9:00:00 PM,28.633
1846,10:00:00 PM,28.4
1847,11:00:00 PM,28.167
1848,12:00:00 AM,27.833
1849,1:00:00 AM,27.533
1850,2:00:00 AM,27.25
1851,3:00:00 AM,27
1852,4:00:00 AM,26.733
1853,5:00:00 AM,26.633
1854,6:00:00 AM,27.067
1855,7:00:00 AM,27.85
1856,8:00:00 AM,29.2
1857,9:00:00 AM,31.2
1858,10:00:00 AM,32.3
1859,11:00:00 AM,27.567
1860,12:00:00 PM,15.533
1861,1:00:00 PM,26.533
1862,2:00:00 PM,34.833
1863,3:00:00 PM,35.467
1864,4:00:00 PM,35.033
1865,5:00:00 PM,34.1
1866,6:00:00 PM,33.35
1867,7:00:00 PM,32.6
1868,8:00:00 PM,31.8
1869,9:00:00 PM,31.067
1870,10:00:00 PM,30.3
1871,11:00:00 PM,29.6
1872,12:00:00 AM,29
1873,1:00:00 AM,28.433
1874,2:00:00 AM,28.05
1875,3:00:00 AM,27.7
1876,4:00:00 AM,27.3
1877,5:00:00 AM,26.9
1878,6:00:00 AM,26.5
1879,7:00:00 AM,26.95
1880,8:00:00 AM,27.867
1881,9:00:00 AM,28.733
1882,10:00:00 AM,29.333
1883,11:00:00 AM,30.033
1884,12:00:00 PM,30.9
1885,1:00:00 PM,31.667
1886,2:00:00 PM,31.25
1887,3:00:00 PM,30.8
1888,4:00:00 PM,30.1
1889,5:00:00 PM,29.367
1890,6:00:00 PM,28.8
1891,7:00:00 PM,27.8
1892,8:00:00 PM,27.033
1893,9:00:00 PM,26.867
1894,10:00:00 PM,26.733
1895,11:00:00 PM,26.6
1896,12:00:00 AM,26.467
1897,1:00:00 AM,26.367
1898,2:00:00 AM,26.2
1899,3:00:00 AM,26
1900,4:00:00 AM,25.967
1901,5:00:00 AM,20.7
1902,6:00:00 AM,9.633
1903,7:00:00 AM,10.4
1904,8:00:00 AM,11.95
1905,9:00:00 AM,15.533
1906,10:00:00 AM,11.933
1907,11:00:00 AM,12.3
1908,12:00:00 PM,14.233
1909,1:00:00 PM,11.8
1910,2:00:00 PM,20.5
1911,3:00:00 PM,27.1
1912,4:00:00 PM,27.433
1913,5:00:00 PM,27.6
1914,6:00:00 PM,27.65
1915,7:00:00 PM,27.2
1916,8:00:00 PM,26.7
1917,9:00:00 PM,26.667
1918,10:00:00 PM,26.767
1919,11:00:00 PM,26.8
1920,12:00:00 AM,26.8
1921,1:00:00 AM,26.7
1922,2:00:00 AM,26.633
1923,3:00:00 AM,26.5
1924,4:00:00 AM,26.6
1925,5:00:00 AM,26.4
1926,6:00:00 AM,26.2
1927,7:00:00 AM,26.5
1928,8:00:00 AM,27.933
1929,9:00:00 AM,31.2
1930,10:00:00 AM,33.55
1931,11:00:00 AM,34.5
1932,12:00:00 PM,34
1933,1:00:00 PM,33
1934,2:00:00 PM,32
1935,3:00:00 PM,31.1
1936,4:00:00 PM,30.1
1937,5:00:00 PM,29.1
1938,6:00:00 PM,28.267
1939,7:00:00 PM,28.1
1940,8:00:00 PM,28.033
1941,9:00:00 PM,27.933
1942,10:00:00 PM,27.8
1943,11:00:00 PM,27.667
1944,12:00:00 AM,27.533
1945,1:00:00 AM,27.333
1946,2:00:00 AM,27.25
1947,3:00:00 AM,26.833
1948,4:00:00 AM,26.633
1949,5:00:00 AM,27.1
1950,6:00:00 AM,28
1951,7:00:00 AM,29.4
1952,8:00:00 AM,30.4
1953,9:00:00 AM,31.233
1954,10:00:00 AM,32.067
1955,11:00:00 AM,32.767
1956,12:00:00 PM,32.7
1957,1:00:00 PM,32.267
1958,2:00:00 PM,31.167
1959,3:00:00 PM,30.233
1960,4:00:00 PM,29.333
1961,5:00:00 PM,28.3
1962,6:00:00 PM,27.567
1963,7:00:00 PM,27.367
1964,8:00:00 PM,27.4
1965,9:00:00 PM,27.5
1966,10:00:00 PM,27.5
1967,11:00:00 PM,27.5
1968,12:00:00 AM,27.5
1969,1:00:00 AM,27.4
1970,2:00:00 AM,27.333
1971,3:00:00 AM,26.933
1972,4:00:00 AM,26.833
1973,5:00:00 AM,27.05
1974,6:00:00 AM,27.6
1975,7:00:00 AM,28.933
1976,8:00:00 AM,30.367
1977,9:00:00 AM,31.6
1978,10:00:00 AM,32.567
1979,11:00:00 AM,33.367
1980,12:00:00 PM,33.5
1981,1:00:00 PM,33.067
1982,2:00:00 PM,32.133
1983,3:00:00 PM,31.3
1984,4:00:00 PM,30.55
1985,5:00:00 PM,29.767
1986,6:00:00 PM,29.1
1987,7:00:00 PM,28.833
1988,8:00:00 PM,28.675
1989,9:00:00 PM,28.5
1990,10:00:00 PM,28.15
1991,11:00:00 PM,27.833
1992,12:00:00 AM,27.5
1993,1:00:00 AM,26.533
1994,2:00:00 AM,26.333
1995,3:00:00 AM,11.25
1996,4:00:00 AM,10.75
1997,5:00:00 AM,11.6
1998,6:00:00 AM,17.033
1999,7:00:00 AM,12.7
2000,8:00:00 AM,13.25
2001,9:00:00 AM,13.433
2002,10:00:00 AM,14.9
2003,11:00:00 AM,13.333
2004,12:00:00 PM,12.033
2005,1:00:00 PM,10.967
2006,2:00:00 PM,10.05
2007,3:00:00 PM,14.533
2008,4:00:00 PM,10
2009,5:00:00 PM,9.775
2010,6:00:00 PM,9.9
2011,7:00:00 PM,20
2012,8:00:00 PM,26.567
2013,9:00:00 PM,27.5
2014,10:00:00 PM,27.5
2015,11:00:00 PM,27.25
2016,12:00:00 AM,26.933
2017,1:00:00 AM,26.6
2018,2:00:00 AM,26.367
2019,3:00:00 AM,26.375
2020,4:00:00 AM,26.7
2021,5:00:00 AM,27.15
2022,6:00:00 AM,27.633
2023,7:00:00 AM,28.7
2024,8:00:00 AM,30.067
2025,9:00:00 AM,31.367
2026,10:00:00 AM,32.4
2027,11:00:00 AM,33.233
2028,12:00:00 PM,33.667
2029,1:00:00 PM,33.6
2030,2:00:00 PM,33.133
2031,3:00:00 PM,32.533
2032,4:00:00 PM,32
2033,5:00:00 PM,31.4
2034,6:00:00 PM,30.7
2035,7:00:00 PM,30.1
2036,8:00:00 PM,29.467
2037,9:00:00 PM,28.9
2038,10:00:00 PM,28.367
2039,11:00:00 PM,27.9
2040,12:00:00 AM,21.967
2041,1:00:00 AM,8.367
2042,2:00:00 AM,8.767
2043,3:00:00 AM,9.1
2044,4:00:00 AM,9.867
2045,5:00:00 AM,11.3
2046,6:00:00 AM,11.75
2047,7:00:00 AM,12.233
2048,8:00:00 AM,13
2049,9:00:00 AM,13.267
2050,10:00:00 AM,13.433
2051,11:00:00 AM,13.475
2052,12:00:00 PM,12.533
2053,1:00:00 PM,11.467
2054,2:00:00 PM,10.75
2055,3:00:00 PM,10.9
2056,4:00:00 PM,11
2057,5:00:00 PM,10.7
2058,6:00:00 PM,11.567
2059,7:00:00 PM,22.833
2060,8:00:00 PM,26.7
2061,9:00:00 PM,27.65
2062,10:00:00 PM,27.8
2063,11:00:00 PM,27.7
2064,12:00:00 AM,27.45
2065,1:00:00 AM,27.033
2066,2:00:00 AM,26.1
2067,3:00:00 AM,24.967
2068,4:00:00 AM,25
2069,5:00:00 AM,25.8
2070,6:00:00 AM,27.2
2071,7:00:00 AM,28.7
2072,8:00:00 AM,30.05
2073,9:00:00 AM,31.3
2074,10:00:00 AM,32.367
2075,11:00:00 AM,33.6
2076,12:00:00 PM,33.967
2077,1:00:00 PM,33.4
2078,2:00:00 PM,32.167
2079,3:00:00 PM,30.767
2080,4:00:00 PM,29.44
2081,5:00:00 PM,28.7
2082,6:00:00 PM,28.1
2083,7:00:00 PM,27.8
2084,8:00:00 PM,27.8
2085,9:00:00 PM,27.733
2086,10:00:00 PM,27.5
2087,11:00:00 PM,27.133
2088,12:00:00 AM,26.85
2089,1:00:00 AM,26.533
2090,2:00:00 AM,26.267
2091,3:00:00 AM,25.933
2092,4:00:00 AM,26.167
2093,5:00:00 AM,27.133
2094,6:00:00 AM,28.5
2095,7:00:00 AM,30.1
2096,8:00:00 AM,31.6
2097,9:00:00 AM,32.8
2098,10:00:00 AM,33.6
2099,11:00:00 AM,33.6
2100,12:00:00 PM,33.35
2101,1:00:00 PM,32.867
2102,2:00:00 PM,31.867
2103,3:00:00 PM,30.7
2104,4:00:00 PM,29.633
2105,5:00:00 PM,28.7
2106,6:00:00 PM,27.975
2107,7:00:00 PM,27.367
2108,8:00:00 PM,27.167
2109,9:00:00 PM,26.867
2110,10:00:00 PM,26.567
2111,11:00:00 PM,26.2
2112,12:00:00 AM,25.85
2113,1:00:00 AM,25.467
2114,2:00:00 AM,25.167
2115,3:00:00 AM,24.833
2116,4:00:00 AM,25.4
2117,5:00:00 AM,26.667
2118,6:00:00 AM,27.933
2119,7:00:00 AM,29.367
2120,8:00:00 AM,30.567
2121,9:00:00 AM,31.667
2122,10:00:00 AM,32.4
2123,11:00:00 AM,30.6
2124,12:00:00 PM,31.633
2125,1:00:00 PM,31.575
2126,2:00:00 PM,30.8
2127,3:00:00 PM,30
2128,4:00:00 PM,29.033
2129,5:00:00 PM,28
2130,6:00:00 PM,27.3
2131,7:00:00 PM,26.95
2132,8:00:00 PM,26.8
2133,9:00:00 PM,26.433
2134,10:00:00 PM,25.967
2135,11:00:00 PM,25.567
2136,12:00:00 AM,25.133
2137,1:00:00 AM,24.75
2138,2:00:00 AM,24.533
2139,3:00:00 AM,24.4
2140,4:00:00 AM,24.733
2141,5:00:00 AM,25.7
2142,6:00:00 AM,27.2
2143,7:00:00 AM,28.7
2144,8:00:00 AM,30.2
2145,9:00:00 AM,31.367
2146,10:00:00 AM,32.2
2147,11:00:00 AM,32.633
2148,12:00:00 PM,32.6
2149,1:00:00 PM,32.067
2150,2:00:00 PM,31.067
2151,3:00:00 PM,29.9
2152,4:00:00 PM,28.8
2153,5:00:00 PM,27.767
2154,6:00:00 PM,26.933
2155,7:00:00 PM,26.567
2156,8:00:00 PM,26.233
2157,9:00:00 PM,25.833
2158,10:00:00 PM,25.45
2159,11:00:00 PM,25.033
2160,12:00:00 AM,24.533
2161,1:00:00 AM,24.033
2162,2:00:00 AM,23.767
2163,3:00:00 AM,23.767
2164,4:00:00 AM,24.533
2165,5:00:00 AM,25.05
2166,6:00:00 AM,26.433
2167,7:00:00 AM,28.2
2168,8:00:00 AM,29.967
2169,9:00:00 AM,31.433
2170,10:00:00 AM,32.3
2171,11:00:00 AM,33
2172,12:00:00 PM,19.867
2173,1:00:00 PM,11.85
2174,2:00:00 PM,10.6
2175,3:00:00 PM,13.667
2176,4:00:00 PM,13.433
2177,5:00:00 PM,20.467
2178,6:00:00 PM,24.633
2179,7:00:00 PM,25.5
2180,8:00:00 PM,25.875
2181,9:00:00 PM,25.767
2182,10:00:00 PM,25.433
2183,11:00:00 PM,24.967
2184,12:00:00 AM,24.533
2185,1:00:00 AM,24.15
2186,2:00:00 AM,23.933
2187,3:00:00 AM,24.033
2188,4:00:00 AM,24.633
2189,5:00:00 AM,25.833
2190,6:00:00 AM,27.4
2191,7:00:00 AM,29.067
2192,8:00:00 AM,30.533
2193,9:00:00 AM,31.867
2194,10:00:00 AM,21.7
2195,11:00:00 AM,15.367
2196,12:00:00 PM,22.567
2197,1:00:00 PM,31.067
2198,2:00:00 PM,32.4
2199,3:00:00 PM,32.667
2200,4:00:00 PM,32.333
2201,5:00:00 PM,31.767
2202,6:00:00 PM,31
2203,7:00:00 PM,30.2
2204,8:00:00 PM,29.4
2205,9:00:00 PM,28.633
2206,10:00:00 PM,27.9
2207,11:00:00 PM,27.3
2208,12:00:00 AM,26.667
2209,1:00:00 AM,26.133
2210,2:00:00 AM,25.833
2211,3:00:00 AM,25.6
2212,4:00:00 AM,25.133
2213,5:00:00 AM,26
2214,6:00:00 AM,27.867
2215,7:00:00 AM,29.767
2216,8:00:00 AM,31.467
2217,9:00:00 AM,32.967
2218,10:00:00 AM,33.667
2219,11:00:00 AM,34.7
2220,12:00:00 PM,34.667
2221,1:00:00 PM,33.967
2222,2:00:00 PM,32.825
2223,3:00:00 PM,31.733
2224,4:00:00 PM,30.733
2225,5:00:00 PM,29.95
2226,6:00:00 PM,29.3
2227,7:00:00 PM,28.8
2228,8:00:00 PM,28.6
2229,9:00:00 PM,28.3
2230,10:00:00 PM,27.975
2231,11:00:00 PM,27.7
2232,12:00:00 AM,27.367
2233,1:00:00 AM,26.933
2234,2:00:00 AM,26.667
2235,3:00:00 AM,26.4
2236,4:00:00 AM,22.5
2237,5:00:00 AM,12.567
2238,6:00:00 AM,20
2239,7:00:00 AM,15.15
2240,8:00:00 AM,21.75
2241,9:00:00 AM,22.6
2242,10:00:00 AM,31.45
2243,11:00:00 AM,19.667
2244,12:00:00 PM,14.7
2245,1:00:00 PM,13.25
2246,2:00:00 PM,14.65
2247,3:00:00 PM,25.45
2248,4:00:00 PM,28.633
2249,5:00:00 PM,29.367
2250,6:00:00 PM,29.4
2251,7:00:00 PM,29.433
2252,8:00:00 PM,29.467
2253,9:00:00 PM,29.3
2254,10:00:00 PM,28.925
2255,11:00:00 PM,28.6
2256,12:00:00 AM,28.267
2257,1:00:00 AM,28
2258,2:00:00 AM,23.5
2259,3:00:00 AM,11.533
2260,4:00:00 AM,12.367
2261,5:00:00 AM,12.767
2262,6:00:00 AM,12.967
2263,7:00:00 AM,13.8
2264,8:00:00 AM,14.767
2265,9:00:00 AM,14.9
2266,10:00:00 AM,15.233
2267,11:00:00 AM,14.267
2268,12:00:00 PM,12.9
2269,1:00:00 PM,21.533
2270,2:00:00 PM,31
2271,3:00:00 PM,31.167
2272,4:00:00 PM,30.367
2273,5:00:00 PM,29.333
2274,6:00:00 PM,28.433
2275,7:00:00 PM,28.25
2276,8:00:00 PM,28.367
2277,9:00:00 PM,28.3
2278,10:00:00 PM,28.167
2279,11:00:00 PM,27.9
2280,12:00:00 AM,27.533
2281,1:00:00 AM,27.133
2282,2:00:00 AM,18.8
2283,3:00:00 AM,15.7
2284,4:00:00 AM,16.2
2285,5:00:00 AM,12.2
2286,6:00:00 AM,13
2287,7:00:00 AM,13.533
2288,8:00:00 AM,14
2289,9:00:00 AM,14.3
2290,10:00:00 AM,14.233
2291,11:00:00 AM,14.2
2292,12:00:00 PM,13.9
2293,1:00:00 PM,12.767
2294,2:00:00 PM,21.133
2295,3:00:00 PM,28.6
2296,4:00:00 PM,29.1
2297,5:00:00 PM,28.967
2298,6:00:00 PM,28.633
2299,7:00:00 PM,28.567
2300,8:00:00 PM,28.6
2301,9:00:00 PM,28.433
2302,10:00:00 PM,28.167
2303,11:00:00 PM,27.85
2304,12:00:00 AM,27.533
2305,1:00:00 AM,27.033
2306,2:00:00 AM,18.8
2307,3:00:00 AM,18.133
2308,4:00:00 AM,16.033
2309,5:00:00 AM,13.033
2310,6:00:00 AM,12.6
2311,7:00:00 AM,12.567
2312,8:00:00 AM,13.433
2313,9:00:00 AM,14.133
2314,10:00:00 AM,14.433
2315,11:00:00 AM,14.267
2316,12:00:00 PM,17.167
2317,1:00:00 PM,27.75
2318,2:00:00 PM,29.5
2319,3:00:00 PM,29.833
2320,4:00:00 PM,29.4
2321,5:00:00 PM,28.45
2322,6:00:00 PM,27.9
2323,7:00:00 PM,27.9
2324,8:00:00 PM,28.067
2325,9:00:00 PM,28.033
2326,10:00:00 PM,27.867
2327,11:00:00 PM,27.667
2328,12:00:00 AM,27.4
2329,1:00:00 AM,27.133
2330,2:00:00 AM,20.8
2331,3:00:00 AM,15.533
2332,4:00:00 AM,15.367
2333,5:00:00 AM,19.05
2334,6:00:00 AM,12.4
2335,7:00:00 AM,12.8
2336,8:00:00 AM,13.333
2337,9:00:00 AM,13.933
2338,10:00:00 AM,14
2339,11:00:00 AM,19.367
2340,12:00:00 PM,30.233
2341,1:00:00 PM,31.733
2342,2:00:00 PM,31.467
2343,3:00:00 PM,30.75
2344,4:00:00 PM,29.833
2345,5:00:00 PM,28.933
2346,6:00:00 PM,28.2
2347,7:00:00 PM,28.1
2348,8:00:00 PM,28.267
2349,9:00:00 PM,28.233
2350,10:00:00 PM,28.133
2351,11:00:00 PM,27.9
2352,12:00:00 AM,27.7
2353,1:00:00 AM,27.433
2354,2:00:00 AM,27.3
2355,3:00:00 AM,27.5
2356,4:00:00 AM,28.033
2357,5:00:00 AM,28.9
2358,6:00:00 AM,29.8
2359,7:00:00 AM,31.033
2360,8:00:00 AM,32.333
2361,9:00:00 AM,33.5
2362,10:00:00 AM,34.675
2363,11:00:00 AM,35.333
2364,12:00:00 PM,35.667
2365,1:00:00 PM,35.467
2366,2:00:00 PM,34.9
2367,3:00:00 PM,34.233
2368,4:00:00 PM,33.55
2369,5:00:00 PM,32.967
2370,6:00:00 PM,32.3
2371,7:00:00 PM,31.667
2372,8:00:00 PM,31
2373,9:00:00 PM,30.333
2374,10:00:00 PM,29.767
2375,11:00:00 PM,29.3
2376,12:00:00 AM,28.9
2377,1:00:00 AM,28.3
2378,2:00:00 AM,27.9
2379,3:00:00 AM,27.65
2380,4:00:00 AM,27.433
2381,5:00:00 AM,27.975
2382,6:00:00 AM,28.975
2383,7:00:00 AM,30.567
2384,8:00:00 AM,31.65
2385,9:00:00 AM,32.6
2386,10:00:00 AM,33.167
2387,11:00:00 AM,33.767
2388,12:00:00 PM,33.7
2389,1:00:00 PM,33.3
2390,2:00:00 PM,32.533
2391,3:00:00 PM,31.667
2392,4:00:00 PM,31.067
2393,5:00:00 PM,29.967
2394,6:00:00 PM,29
2395,7:00:00 PM,28.5
2396,8:00:00 PM,28.433
2397,9:00:00 PM,28.25
2398,10:00:00 PM,27.9
2399,11:00:00 PM,27.6
2400,12:00:00 AM,27.3
2401,1:00:00 AM,26.9
2402,2:00:00 AM,26.467
2403,3:00:00 AM,26
2404,4:00:00 AM,26.1
2405,5:00:00 AM,27.067
2406,6:00:00 AM,28.1
2407,7:00:00 AM,29.3
2408,8:00:00 AM,30.075
2409,9:00:00 AM,30.8
2410,10:00:00 AM,31.367
2411,11:00:00 AM,32.1
2412,12:00:00 PM,32
2413,1:00:00 PM,19.033
2414,2:00:00 PM,17.933
2415,3:00:00 PM,20.067
2416,4:00:00 PM,17.8
2417,5:00:00 PM,15.3
2418,6:00:00 PM,19.633
2419,7:00:00 PM,19.367
2420,8:00:00 PM,26
2421,9:00:00 PM,26.975
2422,10:00:00 PM,26.967
2423,11:00:00 PM,26.8
2424,12:00:00 AM,26.55
2425,1:00:00 AM,25.833
2426,2:00:00 AM,26.233
2427,3:00:00 AM,15.167
2428,4:00:00 AM,20.033
2429,5:00:00 AM,18.15
2430,6:00:00 AM,15.8
2431,7:00:00 AM,13.633
2432,8:00:00 AM,13.133
2433,9:00:00 AM,13.2
2434,10:00:00 AM,17.667
2435,11:00:00 AM,13.3
2436,12:00:00 PM,12.7
2437,1:00:00 PM,15.275
2438,2:00:00 PM,20.133
2439,3:00:00 PM,17.233
2440,4:00:00 PM,14.4
2441,5:00:00 PM,19.7
2442,6:00:00 PM,15.3
2443,7:00:00 PM,25.7
2444,8:00:00 PM,28.567
2445,9:00:00 PM,28.967
2446,10:00:00 PM,28.667
2447,11:00:00 PM,28.2
2448,12:00:00 AM,27.633
2449,1:00:00 AM,27.167
2450,2:00:00 AM,26.767
2451,3:00:00 AM,26.067
2452,4:00:00 AM,26
2453,5:00:00 AM,26.667
2454,6:00:00 AM,27.6
2455,7:00:00 AM,29.25
2456,8:00:00 AM,30.75
2457,9:00:00 AM,31.6
2458,10:00:00 AM,32.4
2459,11:00:00 AM,33.633
2460,12:00:00 PM,22.2
2461,1:00:00 PM,28.067
2462,2:00:00 PM,29.567
2463,3:00:00 PM,29.9
2464,4:00:00 PM,29.4
2465,5:00:00 PM,28.5
2466,6:00:00 PM,27.8
2467,7:00:00 PM,27.65
2468,8:00:00 PM,27.867
2469,9:00:00 PM,28
2470,10:00:00 PM,27.967
2471,11:00:00 PM,27.833
2472,12:00:00 AM,27.6
2473,1:00:00 AM,27.3
2474,2:00:00 AM,21.933
2475,3:00:00 AM,19.8
2476,4:00:00 AM,13.4
2477,5:00:00 AM,11.633
2478,6:00:00 AM,13.267
2479,7:00:00 AM,14.233
2480,8:00:00 AM,14.55
2481,9:00:00 AM,14.767
2482,10:00:00 AM,17.233
2483,11:00:00 AM,14.1
2484,12:00:00 PM,13.067
2485,1:00:00 PM,11.567
2486,2:00:00 PM,10.333
2487,3:00:00 PM,12.167
2488,4:00:00 PM,9.5
2489,5:00:00 PM,15.75
2490,6:00:00 PM,9.567
2491,7:00:00 PM,25
2492,8:00:00 PM,28.1
2493,9:00:00 PM,28.467
2494,10:00:00 PM,28.1
2495,11:00:00 PM,27.6
2496,12:00:00 AM,27.033
2497,1:00:00 AM,21.133
2498,2:00:00 AM,13.067
2499,3:00:00 AM,22.233
2500,4:00:00 AM,24.25
2501,5:00:00 AM,25.125
2502,6:00:00 AM,26
2503,7:00:00 AM,27.133
2504,8:00:00 AM,28.133
2505,9:00:00 AM,29.633
2506,10:00:00 AM,31
2507,11:00:00 AM,31.85
2508,12:00:00 PM,32.267
2509,1:00:00 PM,32.1
2510,2:00:00 PM,31.333
2511,3:00:00 PM,30.3
2512,4:00:00 PM,29.467
2513,5:00:00 PM,28.5
2514,6:00:00 PM,27.633
2515,7:00:00 PM,27.067
2516,8:00:00 PM,26.733
2517,9:00:00 PM,26.267
2518,10:00:00 PM,25.9
2519,11:00:00 PM,25.5
2520,12:00:00 AM,25.2
2521,1:00:00 AM,24.9
2522,2:00:00 AM,24.7
2523,3:00:00 AM,25
2524,4:00:00 AM,26
2525,5:00:00 AM,27.367
2526,6:00:00 AM,29.033
2527,7:00:00 AM,30.533
2528,8:00:00 AM,31.85
2529,9:00:00 AM,32.933
2530,10:00:00 AM,33.867
2531,11:00:00 AM,34.467
2532,12:00:00 PM,34.7
2533,1:00:00 PM,34.533
2534,2:00:00 PM,34.05
2535,3:00:00 PM,33.2
2536,4:00:00 PM,32.2
2537,5:00:00 PM,31.55
2538,6:00:00 PM,30.975
2539,7:00:00 PM,30.133
2540,8:00:00 PM,29.333
2541,9:00:00 PM,28.633
2542,10:00:00 PM,28.033
2543,11:00:00 PM,27.533
2544,12:00:00 AM,27.067
2545,1:00:00 AM,26.633
2546,2:00:00 AM,22.275
2547,3:00:00 AM,13.133
2548,4:00:00 AM,21.967
2549,5:00:00 AM,24.067
2550,6:00:00 AM,25.4
2551,7:00:00 AM,26.967
2552,8:00:00 AM,28.033
2553,9:00:00 AM,29.033
2554,10:00:00 AM,29.867
2555,11:00:00 AM,31.033
2556,12:00:00 PM,31.467
2557,1:00:00 PM,30.967
2558,2:00:00 PM,30.1
2559,3:00:00 PM,29.2
2560,4:00:00 PM,28.433
2561,5:00:00 PM,27.475
2562,6:00:00 PM,26.8
2563,7:00:00 PM,26.6
2564,8:00:00 PM,26.567
2565,9:00:00 PM,26.4
2566,10:00:00 PM,26.167
2567,11:00:00 PM,25.95
2568,12:00:00 AM,25.7
2569,1:00:00 AM,21.9
2570,2:00:00 AM,17.6
2571,3:00:00 AM,25.433
2572,4:00:00 AM,27.067
2573,5:00:00 AM,17.4
2574,6:00:00 AM,11.7
2575,7:00:00 AM,11.9
2576,8:00:00 AM,12.3
2577,9:00:00 AM,12.533
2578,10:00:00 AM,16.433
2579,11:00:00 AM,17.633
2580,12:00:00 PM,26.567
2581,1:00:00 PM,27.833
2582,2:00:00 PM,28.067
2583,3:00:00 PM,27.9
2584,4:00:00 PM,27.55
2585,5:00:00 PM,27.067
2586,6:00:00 PM,26.733
2587,7:00:00 PM,26.633
2588,8:00:00 PM,26.7
2589,9:00:00 PM,26.633
2590,10:00:00 PM,26.4
2591,11:00:00 PM,26.2
2592,12:00:00 AM,25.95
2593,1:00:00 AM,25.667
2594,2:00:00 AM,25.3
2595,3:00:00 AM,25.067
2596,4:00:00 AM,25.533
2597,5:00:00 AM,26.5
2598,6:00:00 AM,27.7
2599,7:00:00 AM,29
2600,8:00:00 AM,30.1
2601,9:00:00 AM,30.95
2602,10:00:00 AM,31.767
2603,11:00:00 AM,32.3
2604,12:00:00 PM,18.05
2605,1:00:00 PM,12.2
2606,2:00:00 PM,23.4
2607,3:00:00 PM,26.333
2608,4:00:00 PM,27.033
2609,5:00:00 PM,26.767
2610,6:00:00 PM,26.367
2611,7:00:00 PM,26.4
2612,8:00:00 PM,26.667
2613,9:00:00 PM,26.733
2614,10:00:00 PM,26.7
2615,11:00:00 PM,26.65
2616,12:00:00 AM,26.6
2617,1:00:00 AM,26.6
2618,2:00:00 AM,9.467
2619,3:00:00 AM,9.5
2620,4:00:00 AM,9.533
2621,5:00:00 AM,10.367
2622,6:00:00 AM,13.75
2623,7:00:00 AM,16.1
2624,8:00:00 AM,12.9
2625,9:00:00 AM,13.267
2626,10:00:00 AM,20.933
2627,11:00:00 AM,12.875
2628,12:00:00 PM,11.75
2629,1:00:00 PM,10.767
2630,2:00:00 PM,9.967
2631,3:00:00 PM,12.367
2632,4:00:00 PM,10.033
2633,5:00:00 PM,12.4
2634,6:00:00 PM,9.45
2635,7:00:00 PM,21.033
2636,8:00:00 PM,25.233
2637,9:00:00 PM,26.7
2638,10:00:00 PM,27.433
2639,11:00:00 PM,27.7
2640,12:00:00 AM,27.867
2641,1:00:00 AM,27.867
2642,2:00:00 AM,26.7
2643,3:00:00 AM,25.6
2644,4:00:00 AM,25.333
2645,5:00:00 AM,25.733
2646,6:00:00 AM,11.467
2647,7:00:00 AM,11.267
2648,8:00:00 AM,17.767
2649,9:00:00 AM,28.567
2650,10:00:00 AM,31.233
2651,11:00:00 AM,32.767
2652,12:00:00 PM,33.933
2653,1:00:00 PM,34.3
2654,2:00:00 PM,33.933
2655,3:00:00 PM,33.1
2656,4:00:00 PM,31.367
2657,5:00:00 PM,29.867
2658,6:00:00 PM,28.767
2659,7:00:00 PM,28.333
2660,8:00:00 PM,28.167
2661,9:00:00 PM,27.9
2662,10:00:00 PM,27.667
2663,11:00:00 PM,27.467
2664,12:00:00 AM,27.2
2665,1:00:00 AM,26.95
2666,2:00:00 AM,26.767
2667,3:00:00 AM,26.433
2668,4:00:00 AM,26.5
2669,5:00:00 AM,27.1
2670,6:00:00 AM,28.133
2671,7:00:00 AM,29.433
2672,8:00:00 AM,30.333
2673,9:00:00 AM,31.267
2674,10:00:00 AM,31.933
2675,11:00:00 AM,32.825
2676,12:00:00 PM,32.967
2677,1:00:00 PM,32.6
2678,2:00:00 PM,31.933
2679,3:00:00 PM,31.367
2680,4:00:00 PM,30.7
2681,5:00:00 PM,30.1
2682,6:00:00 PM,29.533
2683,7:00:00 PM,29.367
2684,8:00:00 PM,29.5
2685,9:00:00 PM,29.467
2686,10:00:00 PM,29.333
2687,11:00:00 PM,29.1
2688,12:00:00 AM,28.85
2689,1:00:00 AM,28.6
2690,2:00:00 AM,22.667
2691,3:00:00 AM,10.467
2692,4:00:00 AM,11.7
